fpr,tpr,threshold
0.0,0.1938,0.99993193
0.0,0.1943,0.9999317
0.0,0.1946,0.9999316
0.0,0.1948,0.99993145
0.0,0.1949,0.9999312
0.0,0.1951,0.9999311
0.0,0.1952,0.999931
0.0,0.1954,0.99993074
0.0,0.1955,0.9999305
0.0,0.1957,0.9999304
0.0,0.1958,0.99993026
0.0,0.196,0.99993014
0.0,0.1963,0.99993
0.0,0.1965,0.99992967
0.0,0.1969,0.9999292
0.0,0.197,0.9999291
0.0,0.1973,0.99992895
0.0,0.1975,0.9999286
0.0,0.1978,0.99992836
0.0,0.1979,0.99992824
0.0,0.1981,0.9999281
0.0,0.1984,0.999928
0.0,0.1985,0.9999279
0.0,0.1987,0.99992776
0.0,0.199,0.99992764
0.0,0.1992,0.9999275
0.0,0.1993,0.9999274
0.0,0.1997,0.99992716
0.0,0.1998,0.99992704
0.0,0.2,0.9999269
0.0,0.2003,0.9999268
0.0,0.2004,0.9999267
0.0,0.201,0.9999261
0.0,0.2013,0.99992573
0.0,0.2015,0.9999254
0.0,0.2019,0.9999249
0.0,0.202,0.9999248
0.0,0.2023,0.99992466
0.0,0.2024,0.9999244
0.0,0.2034,0.99992347
0.0,0.2035,0.99992335
0.0,0.2037,0.9999232
0.0,0.2038,0.9999231
0.0,0.2041,0.9999229
0.0,0.2042,0.99992263
0.0,0.2045,0.9999224
0.0,0.2047,0.9999223
0.0,0.2049,0.9999219
0.0,0.2051,0.99992156
0.0,0.2052,0.9999213
0.0,0.2054,0.9999212
0.0,0.2055,0.9999211
0.0,0.2059,0.99992096
0.0,0.2063,0.9999206
0.0,0.2064,0.9999205
0.0,0.2066,0.99992025
0.0,0.2067,0.9999199
0.0,0.2071,0.9999194
0.0,0.2072,0.9999192
0.0,0.2077,0.99991906
0.0,0.2078,0.9999188
0.0,0.208,0.9999187
0.0,0.2088,0.9999174
0.0,0.2092,0.99991703
0.0,0.2095,0.9999167
0.0,0.2097,0.99991643
0.0,0.2103,0.99991596
0.0,0.2104,0.99991584
0.0,0.2107,0.9999157
0.0,0.2109,0.9999155
0.0,0.2115,0.9999149
0.0,0.2121,0.99991465
0.0,0.2122,0.9999145
0.0,0.2124,0.9999144
0.0,0.2127,0.99991417
0.0,0.2129,0.99991405
0.0,0.2131,0.9999138
0.0,0.2135,0.9999136
0.0,0.2138,0.99991345
0.0,0.214,0.9999132
0.0,0.2142,0.999913
0.0,0.2144,0.99991274
0.0,0.2145,0.9999125
0.0,0.2147,0.9999124
0.0,0.2148,0.99991214
0.0,0.215,0.999912
0.0,0.2151,0.9999118
0.0,0.2154,0.99991167
0.0,0.2155,0.99991155
0.0,0.2163,0.9999107
0.0,0.2164,0.9999106
0.0,0.2167,0.99991035
0.0,0.217,0.99991
0.0,0.2172,0.9999099
0.0,0.2173,0.99990976
0.0,0.2177,0.99990916
0.0,0.218,0.9999088
0.0,0.2181,0.9999087
0.0,0.2184,0.99990845
0.0,0.2188,0.9999081
0.0,0.219,0.9999076
0.0,0.2194,0.9999074
0.0,0.2195,0.99990726
0.0,0.2197,0.99990714
0.0,0.2198,0.999907
0.0,0.22,0.9999068
0.0,0.2202,0.9999062
0.0,0.2204,0.99990606
0.0,0.2206,0.9999058
0.0,0.221,0.9999052
0.0,0.2211,0.9999049
0.0,0.2213,0.99990475
0.0,0.2216,0.99990463
0.0,0.222,0.99990416
0.0,0.2221,0.99990404
0.0,0.2223,0.9999039
0.0,0.2224,0.99990356
0.0,0.2227,0.9999033
0.0,0.2228,0.9999032
0.0,0.2232,0.99990284
0.0,0.2234,0.9999025
0.0,0.224,0.999902
0.0,0.2241,0.9999019
0.0,0.2243,0.9999018
0.0,0.2245,0.9999007
0.0,0.2247,0.9999006
0.0,0.2249,0.99990034
0.0,0.2251,0.9999002
0.0,0.2252,0.9999
0.0,0.2255,0.99989974
0.0,0.2256,0.9998994
0.0,0.226,0.99989915
0.0,0.2264,0.99989855
0.0,0.2266,0.99989843
0.0,0.2267,0.9998982
0.0,0.2269,0.9998975
0.0,0.227,0.99989736
0.0,0.2272,0.99989724
0.0,0.2278,0.9998969
0.0,0.2282,0.99989665
0.0,0.2284,0.9998964
0.0,0.2288,0.99989605
0.0,0.2296,0.9998956
0.0,0.2297,0.99989533
0.0,0.2299,0.9998952
